date,lme_copper_cash_settlement,lme_copper_3_month,lme_copper_stock
11/26/2012,7770.5,7790,249825
11/23/2012,7676,7693,249825
11/22/2012,7716,7736,251100
11/21/2012,7705,7725,253875
11/20/2012,7731,7751,253700
11/19/2012,7670.5,7693.5,254050
11/16/2012,7573,7583.5,255175
11/15/2012,7605.5,7616,253475
11/14/2012,7635,7643,254175
11/13/2012,7606.5,7614,254350
11/12/2012,7626.5,7640,245500
11/9/2012,7540.5,7536.5,246275
11/8/2012,7605.5,7609,244850
11/7/2012,7654.5,7662,245575
11/6/2012,7661,7671,247400
11/5/2012,7604,7607,241325
11/2/2012,7765.5,7785,242975
11/1/2012,7811,7815.5,239600
10/31/2012,7819,7824,239775
10/30/2012,7760,7760,240525
10/29/2012,7720,7711,240450
10/26/2012,7765,7770,219800
10/25/2012,7852,7847,218700
10/24/2012,7860.5,7859.5,222350
10/23/2012,7861,7860,222600
10/22/2012,7983.5,7990.5,222425
10/19/2012,8121,8125,220900
10/18/2012,8210,8217,225150
10/17/2012,8112.5,8120.5,224450
10/16/2012,8141.5,8146,210725
10/15/2012,8130,8122,212275
10/12/2012,8179,8175.5,215900
10/11/2012,8212,8212.5,219550
10/10/2012,8124.5,8128,219425
10/9/2012,8183,8189.5,221050
10/8/2012,8133,8135.5,222500
10/5/2012,8299,8295.5,222675
10/4/2012,8325,8330,223400
10/3/2012,8276,8284.5,223450
10/2/2012,8340,8339,224150
10/1/2012,8191.5,8190.5,223500
9/28/2012,8267.5,8247,219400
9/27/2012,8175,8173,220075
9/26/2012,8130.5,8133.5,220525
9/25/2012,8235.5,8240,220300
9/24/2012,8155.5,8168,219950
9/21/2012,8282,8280.5,219475
9/20/2012,8202,8220,220350
9/19/2012,8323,8330.5,212575
9/18/2012,8224,8250,213925
9/17/2012,8293,8312,216700
9/14/2012,8400.5,8403,217175
9/13/2012,8055.5,8075.5,216325
9/12/2012,8100.5,8115.5,215775
9/11/2012,8080,8080,214600
9/10/2012,8032,8050.5,214650
9/7/2012,7844,7855.5,215950
9/6/2012,7670.5,7680.5,213225
9/5/2012,7606.5,7615.5,215050
9/4/2012,7640.5,7650,218800
9/3/2012,7649.5,7658,225275
8/31/2012,7576.5,7591,229900
8/30/2012,7611,7625,230175
8/29/2012,7524.5,7541,234025
8/28/2012,7606,7616,234200
8/24/2012,7600.5,7617,235550
8/23/2012,7667.5,7676,237150
8/22/2012,7571.5,7577,234175
8/21/2012,7510,7524.5,234500
8/20/2012,7433,7442,234150
8/17/2012,7496,7508,234550
8/16/2012,7386,7397,235250
8/15/2012,7386,7391,236375
8/14/2012,7407,7420,237500
8/13/2012,7426.5,7445,239175
8/10/2012,7430.5,7439.5,241250
8/9/2012,7495.5,7510,243600
8/8/2012,7525.5,7525.5,245600
8/7/2012,7567,7561,245050
8/6/2012,7400,7411,245950
8/3/2012,7327,7328,244725
8/2/2012,7386.5,7395,246800
8/1/2012,7500,7505,248625
7/31/2012,7581,7586,248825
7/30/2012,7520,7530,249075
7/27/2012,7555,7560.5,250300
7/26/2012,7510.5,7512,249900
7/25/2012,7441,7441,251425
7/24/2012,7396,7405,251450
7/23/2012,7387,7389.5,252550
7/20/2012,7625,7638,253225
7/19/2012,7765,7761.5,252550
7/18/2012,7596,7595.5,253575
7/17/2012,7671,7680,252900
7/16/2012,7636,7640.5,251625
7/13/2012,7689.5,7674.5,251675
7/12/2012,7510,7485.5,251375
7/11/2012,7525.5,7520.5,252350
7/10/2012,7556,7555,253275
7/9/2012,7520.5,7527,253350
7/6/2012,7600,7618,254450
7/5/2012,7761.5,7767,252725
7/4/2012,7695.5,7706,253525
7/3/2012,7777,7776,255175
7/2/2012,7647.5,7637,256300
6/29/2012,7604.5,7585.5,257150
6/28/2012,7421,7410,256100
6/27/2012,7354,7336,254875
6/26/2012,7347,7350,253250
6/25/2012,7342.5,7335,253200
6/22/2012,7320,7281.5,252975
6/21/2012,7426,7430,252150
6/20/2012,7555.5,7565.5,250350
6/19/2012,7505.5,7510.5,251675
6/18/2012,7475.5,7481.5,249125
6/15/2012,7521,7515.5,249450
6/14/2012,7376.5,7400,245075
6/13/2012,7397.5,7416,243425
6/12/2012,7384,7395.5,239550
6/11/2012,7396,7405.5,235200
6/8/2012,7251.5,7270,229675
6/7/2012,7480.5,7481,229300
6/6/2012,7459.5,7450,231200
6/1/2012,7364,7365.5,230875
5/31/2012,7517,7499,230675
5/30/2012,7545,7546,227100
5/29/2012,7685.5,7676.5,225800
5/28/2012,7740,7719,223050
5/25/2012,7695.5,7655,223500
5/24/2012,7660.5,7615,224075
5/23/2012,7630.5,7590.5,225700
5/22/2012,7775,7742,223975
5/21/2012,7800.5,7746,224375
5/18/2012,7795.5,7745.5,221175
5/17/2012,7708,7680,217450
5/16/2012,7710,7665,215350
5/15/2012,7854,7829,216350
5/14/2012,7980,7851,218300
5/11/2012,8080,7995,221275
5/10/2012,8195.5,8053,219850
5/9/2012,8089,7975,220925
5/8/2012,8234,8133,228450
5/4/2012,8296,8225.5,230625
5/3/2012,8318,8256,235200
5/2/2012,8401,8329,238950
5/1/2012,8528,8391,241550
4/30/2012,8529.5,8377,248350
4/27/2012,8443.5,8323,251825
4/26/2012,8356,8260,255350
4/25/2012,8285.5,8205,256400
4/24/2012,8194,8095,256875
4/23/2012,8125,8050,258850
4/20/2012,8120.5,8083,261150
4/19/2012,8045.5,8005,262700
4/18/2012,8085,8040,261150
4/17/2012,8100.5,8016,261075
4/16/2012,8054,7991.5,261700
4/13/2012,8165.5,8125,264400
4/12/2012,8185,8140,266075
4/11/2012,8115,8100,267150
4/10/2012,8256,8227,268400
4/5/2012,8365.5,8341,264775
4/4/2012,8451.5,8449,259675
4/3/2012,8575.5,8566.5,260650
4/2/2012,8480,8466,257550
3/30/2012,8480,8441.5,256275
3/29/2012,8360,8335,255625
3/28/2012,8480.5,8430,256150
3/27/2012,8512,8490.5,257575
3/26/2012,8485,8450,254000
3/23/2012,8400.5,8379,255175
3/22/2012,8320,8290,255450
3/21/2012,8470.5,8443,258325
3/20/2012,8437,8409,260825
3/19/2012,8575,8546,262575
3/16/2012,8620.5,8595,263825
3/15/2012,8490.5,8480,267750
3/14/2012,8468,8461.5,270625
3/13/2012,8530,8530,273000
3/12/2012,8401.5,8402,273925
3/9/2012,8390.5,8395,276025
3/8/2012,8390,8390,280025
3/7/2012,8261,8260.5,280900
3/6/2012,8335.5,8343,283575
3/5/2012,8502,8505.5,285825
3/2/2012,8575,8584,289000
3/1/2012,8570,8568.5,292250
2/29/2012,8585,8590.5,296425
2/28/2012,8658,8647,298850
2/27/2012,8436,8427,300475
2/24/2012,8441,8445,303500
2/23/2012,8408,8406.5,304875
2/22/2012,8391,8410,305725
2/21/2012,8325,8329,305425
2/20/2012,8234,8236,305875
2/17/2012,8370,8385,306375
2/16/2012,8209.5,8220,311125
2/15/2012,8395.5,8416,313050
2/14/2012,8405,8425,313800
2/13/2012,8512,8530,313500
2/10/2012,8591,8606,312750
2/9/2012,8520.5,8546,313600
2/8/2012,8586,8607,316350
2/7/2012,8335.5,8362,320000
2/6/2012,8463,8491,323150
2/3/2012,8320,8345,326100
2/2/2012,8339,8355,328675
2/1/2012,8351.5,8395,329300
1/31/2012,8485.5,8495.5,330825
1/30/2012,8399,8409,333125
1/27/2012,8610,8622.5,335425
1/26/2012,8560,8570,337875
1/25/2012,8271,8295,339750
1/24/2012,8267,8282.5,342250
1/23/2012,8333,8349,345775
1/20/2012,8230.5,8255.5,348750
1/19/2012,8350.5,8370,351200
1/18/2012,8156,8171.5,352500
1/17/2012,8185,8203,353425
1/16/2012,8021,8025.5,354575
1/13/2012,7965.5,7980,356825
1/12/2012,7946,7961,358250
1/11/2012,7689.5,7700.5,364250
1/10/2012,7641,7652,365375
1/9/2012,7503,7508,366900
1/6/2012,7515,7540,368125
1/5/2012,7471,7485.5,368400
1/4/2012,7652,7665.5,369150
1/3/2012,7661,7680,371575
12/30/2011,7554,7570,370900
12/29/2011,7372,7386,370400
12/28/2011,7502,7532,371625
12/23/2011,7590,7615,372300
12/22/2011,7492.5,7520,371950
12/21/2011,7415.5,7427,371300
12/20/2011,7275,7302.5,370850
12/19/2011,7286.5,7302,373950
12/16/2011,7340,7360,381250
12/15/2011,7264,7290,382075
12/14/2011,7350,7372,382150
12/13/2011,7586,7619,383025
12/12/2011,7611.5,7644.5,385575
12/9/2011,7800.5,7826,386075
12/8/2011,7800.5,7825,387400
12/7/2011,7809,7835.5,389450
12/6/2011,7766,7795,390100
12/5/2011,7845,7875,389500
12/2/2011,7890,7920,388150
12/1/2011,7801,7826,386700
11/30/2011,7405.5,7430,386625
11/29/2011,7448,7471,390525
11/28/2011,7381,7401,392775
11/25/2011,7196.5,7230,394725
11/24/2011,7271.5,7296,395975
11/23/2011,7176,7195,397525
11/22/2011,7398,7422,397075
11/21/2011,7301,7335.5,395975
11/18/2011,7582.5,7610,398250
11/17/2011,7501.5,7525.5,399625
11/16/2011,7592,7620,400925
11/15/2011,7632,7685,403300
11/14/2011,7731.5,7741.5,405400
11/11/2011,7451,7480,407700
11/10/2011,7456,7471,410025
11/9/2011,7672,7695,412150
11/8/2011,7820.5,7836,412325
11/7/2011,7775.5,7805,415325
11/4/2011,7930,7945,417850
11/3/2011,7845,7865,422125
11/2/2011,7912,7926,423275
11/1/2011,7660,7651,424750
10/31/2011,7900.5,7922,429375
10/28/2011,7981.5,8000.5,432375
10/27/2011,8040,8040,434675
10/26/2011,7720.5,7735,437425
10/25/2011,7590.5,7602,439150
10/24/2011,7380.5,7381,444275
10/21/2011,7062,7085,447800
10/20/2011,6916.5,6930,450850
10/19/2011,7305.5,7328,452175
10/18/2011,7271,7294.5,451925
10/17/2011,7566,7570,451650
10/14/2011,7500.5,7520,450200
10/13/2011,7328,7348,453100
10/12/2011,7419,7438,457000
10/11/2011,7215.5,7240.5,458525
10/10/2011,7314,7346.5,462525
10/7/2011,7250,7278,467100
10/6/2011,7095.5,7121,471725
10/5/2011,6860.5,6881,474925
10/4/2011,6785,6812,475025
10/3/2011,6795,6820,474950
9/30/2011,7131.5,7160,473700
9/29/2011,6975.5,6996,470700
9/28/2011,7416,7450,466675
9/27/2011,7528,7540,467400
9/26/2011,7226,7240.5,463575
9/23/2011,7290,7261,464550
9/22/2011,7790.5,7806,466075
9/21/2011,8221,8254.5,466950
9/20/2011,8397.5,8421,466925
9/19/2011,8415,8436,469125
9/16/2011,8781.5,8812,466025
9/15/2011,8709.5,8725.5,466150
9/14/2011,8719.5,8731,466775
9/13/2011,8757.5,8795,466000
9/12/2011,8645.5,8670,465125
9/9/2011,8904.5,8922,465225
9/8/2011,9041,9061.5,465275
9/7/2011,8970.5,8991,465250
9/6/2011,8919.5,8945,465375
9/5/2011,8935,8962,465600
9/2/2011,9050.5,9073,466075
9/1/2011,9101,9131,464625
8/31/2011,9197,9219,463825
8/30/2011,9128,9138,464375
8/26/2011,9090.5,9119,464925
8/25/2011,8907.5,8925,463300
8/24/2011,8832,8855,463775
8/23/2011,8858.5,8876,465025
8/22/2011,8811.5,8831,466300
8/19/2011,8781.5,8806,463475
8/18/2011,8803,8830,462975
8/17/2011,8870,8896,464625
8/16/2011,8760,8780,465275
8/15/2011,8824,8844,460600
8/12/2011,8851,8875.5,461775
8/11/2011,8802,8820,463150
8/10/2011,8853.5,8865,464025
8/9/2011,8851,8869,464700
8/8/2011,9039,9070,465300
8/5/2011,9190,9202,465125
8/4/2011,9452,9475.5,465325
8/3/2011,9549.5,9575,465850
8/2/2011,9630,9645,465625
8/1/2011,9827,9847,466025
7/29/2011,9731,9750,466550
7/28/2011,9744,9770,468350
7/27/2011,9736,9761,469800
7/26/2011,9778,9805,469100
7/25/2011,9620,9644,471200
7/22/2011,9698,9719,472325
7/21/2011,9607,9631,474050
7/20/2011,9765.5,9789,467700
7/19/2011,9755,9779.5,467400
7/18/2011,9690,9694.5,462950
7/15/2011,9606,9628,462025
7/14/2011,9655,9670.5,462025
7/13/2011,9658.5,9685.5,461975
7/12/2011,9500.5,9520,461625
7/11/2011,9556,9580,461625
7/8/2011,9713,9738,461850
7/7/2011,9537,9555,461950
7/6/2011,9432,9460,461275
7/5/2011,9405.5,9415,462500
7/4/2011,9411,9435,462725
7/1/2011,9405,9415.5,463450
6/30/2011,9301,9315,465250
6/29/2011,9176,9195,467025
6/28/2011,8995.5,9020,468375
6/27/2011,9000.5,9001,470525
6/24/2011,9045,9055,473700
6/23/2011,8978.5,8979,474025
6/22/2011,9007,9010,474525
6/21/2011,9060,9070,472825
6/20/2011,8935,8951.5,471850
6/17/2011,9101.5,9115,470825
6/16/2011,9011.5,9020,472150
6/15/2011,9147,9156,472625
6/14/2011,9010,9015.5,473675
6/13/2011,8895,8896.5,475750
6/10/2011,9000.5,9015.5,477925
6/9/2011,8950.5,8964,477850
6/8/2011,8970.5,8981,477150
6/7/2011,9092,9112,476750
6/6/2011,9098,9116,475700
6/3/2011,9016,9035,473475
6/2/2011,9037.5,9050.5,473500
6/1/2011,9171,9180.5,470850
5/31/2011,9224.5,9237.5,467775
5/27/2011,9151,9151,469475
5/26/2011,8990.5,9010,468225
5/25/2011,9019,9020.5,469375
5/24/2011,8881.5,8895,469250
5/23/2011,8831,8861,468175
5/20/2011,8982.5,9005,466250
5/19/2011,9006.5,9035,467025
5/18/2011,8896.5,8931,467800
5/17/2011,8863,8881,467575
5/16/2011,8710,8744,467075
5/13/2011,8857,8880,468525
5/12/2011,8536.5,8548,467725
5/11/2011,8750.5,8775,468350
5/10/2011,8935.5,8965,468325
5/9/2011,8908,8930.5,468600
5/6/2011,8790,8774.5,467175
5/5/2011,8791,8820.5,467450
5/4/2011,9171.5,9200,463925
5/3/2011,9245,9256,463800
4/28/2011,9370.5,9390.5,463650
4/27/2011,9348.5,9380,463500
4/26/2011,9455.5,9493,460100
4/21/2011,9611,9645.5,456275
4/20/2011,9450.5,9475,453700
4/19/2011,9279,9310,451950
4/18/2011,9356.5,9375.5,451775
4/15/2011,9420,9432,450425
4/14/2011,9326.5,9352,450800
4/13/2011,9625.5,9647,449925
4/12/2011,9670.5,9690.5,446700
4/11/2011,9781.5,9814,445700
4/8/2011,9823,9851,444175
4/7/2011,9697,9717.5,442375
4/6/2011,9475.5,9505,440875
4/5/2011,9251.5,9272,442325
4/4/2011,9420,9440,437900
4/1/2011,9336,9352,438850
3/31/2011,9399.5,9408.5,439850
3/30/2011,9519.5,9535,439725
3/29/2011,9450,9455.5,439500
3/28/2011,9545,9575,439900
3/25/2011,9715,9730.5,439275
3/24/2011,9695.5,9711,434625
3/23/2011,9704,9705,434150
3/22/2011,9450,9459.5,434350
3/21/2011,9519,9525,430500
3/18/2011,9525,9525,429650
3/17/2011,9440,9455,428800
3/16/2011,9354.5,9355,426975
3/15/2011,8980,8991,425950
3/14/2011,9205.5,9235,426000
3/11/2011,9048,9073,425875
3/10/2011,9195.5,9210,425475
3/9/2011,9610,9629,425725
3/8/2011,9420,9431,426500
3/7/2011,9840.5,9854,427150
3/4/2011,9970.5,9980,425300
3/3/2011,9889.5,9910,424050
3/2/2011,9820.5,9830,423550
3/1/2011,9908,9920,420275
2/28/2011,9857.5,9845,421000
2/25/2011,9700,9675,416825
2/24/2011,9440,9440,412675
2/23/2011,9491,9512,411700
2/22/2011,9655,9650.5,411750
2/21/2011,9829.5,9815,411475
2/18/2011,9806,9800,407925
2/17/2011,9800,9790,407200
2/16/2011,9925,9905,405800
2/15/2011,10106.5,10110,402425
2/14/2011,10148,10124,401775
2/11/2011,9920.5,9905.5,396725
2/10/2011,9875.5,9865,396950
2/9/2011,10000,9973,396400
2/8/2011,9930.5,9925,392025
2/7/2011,10145,10120,393525
2/4/2011,9986,9978,394150
2/3/2011,9950.5,9941,394475
2/2/2011,9945,9920,393775
2/1/2011,9840.5,9810,393925
1/31/2011,9720,9680,394025
1/28/2011,9590,9585,398075
1/27/2011,9490,9471,397275
1/26/2011,9376,9370,394700
1/25/2011,9330,9316.5,389075
1/24/2011,9509,9480,381500
1/21/2011,9485,9455,381300
1/20/2011,9485,9465,380525
1/19/2011,9788,9756,381750
1/18/2011,9740,9715,377925
1/17/2011,9690,9651.5,379000
1/14/2011,9591,9572,376225
1/13/2011,9622,9620,377350
1/12/2011,9625,9618,378175
1/11/2011,9484,9472,379650
1/10/2011,9384,9360.5,378300
1/7/2011,9399,9390,379525
1/6/2011,9591,9572,379400
1/5/2011,9461,9434.5,379250
1/4/2011,9754,9715.5,377675
12/31/2010,9739.5,9665,377550
12/30/2010,9580,9514.5,376000
12/29/2010,9465,9430,370950
12/24/2010,9391,9332,370725
12/23/2010,9270,9241,367725
12/22/2010,9414.5,9359,363950
12/21/2010,9410,9353.5,362725
12/20/2010,9250,9206,362575
12/17/2010,9101.5,9072.5,361400
12/16/2010,9050,9020,360800
12/15/2010,9101,9060,357950
12/14/2010,9260,9208.5,350900
12/13/2010,9211,9141,350450
12/10/2010,9116,9069,348625
12/9/2010,9041.5,9011,349450
12/8/2010,8882,8849,350250
12/7/2010,9024,8986,351375
12/6/2010,8780,8729.5,352375
12/3/2010,8754,8707,353625
12/2/2010,8711.5,8670.5,352425
12/1/2010,8540,8499,354850
11/30/2010,8375,8286,355750
11/29/2010,8319.5,8260,356550
11/26/2010,8288,8235,357000
11/25/2010,8290,8251,356550
11/24/2010,8254.5,8245,357125
11/23/2010,8149,8120,358050
11/22/2010,8405.5,8376,359000
11/19/2010,8409,8391.5,359825
11/18/2010,8386,8360,360600
11/17/2010,8145,8110,361125
11/16/2010,8483.5,8470,361975
11/15/2010,8590,8565,362700
11/12/2010,8715,8681.5,362775
11/11/2010,8925,8925,362950
11/10/2010,8729,8720,363950
11/9/2010,8844.5,8835,364875
11/8/2010,8672,8680,365200
11/5/2010,8700,8710.5,366350
11/4/2010,8521.5,8539,367325
11/3/2010,8400.5,8405,366075
11/2/2010,8396,8419,366950
11/1/2010,8339,8335,367575
10/29/2010,8225,8220,368500
10/28/2010,8332,8340,368025
10/27/2010,8332,8345,368600
10/26/2010,8466,8474.5,367475
10/25/2010,8501,8502,368375
10/22/2010,8309.5,8325,368825
10/21/2010,8406,8424,370000
10/20/2010,8250,8272,370750
10/19/2010,8295,8315,369950
10/18/2010,8340.5,8344.5,370450
10/15/2010,8362.5,8371,371025
10/14/2010,8412,8415.5,371500
10/13/2010,8400,8410.5,371275
10/12/2010,8266,8271,371750
10/11/2010,8335.5,8326,372475
10/8/2010,8104.5,8115,372000
10/7/2010,8262,8286,373450
10/6/2010,8215.5,8239,374125
10/5/2010,8125,8140,374100
10/4/2010,8085.5,8120,374450
10/1/2010,8115,8132,373800
9/30/2010,8053.5,8055,374150
9/29/2010,8016.5,8030,375100
9/28/2010,7866,7861,375275
9/27/2010,7922,7940,378125
9/24/2010,7911,7905.5,380225
9/23/2010,7876.5,7885,380125
9/22/2010,7705.5,7710,382100
9/21/2010,7695,7696,380025
9/20/2010,7735.5,7752,382500
9/17/2010,7756,7770,384200
9/16/2010,7670,7685,387150
9/15/2010,7595,7610.5,389500
9/14/2010,7517,7541,390525
9/13/2010,7630,7631,390450
9/10/2010,7525,7545,391400
9/9/2010,7532,7561,393375
9/8/2010,7620,7635,394500
9/7/2010,7520,7524,395475
9/6/2010,7660.5,7675,396875
9/3/2010,7631.5,7646,397675
9/2/2010,7625.5,7640.5,399475
9/1/2010,7540.5,7545,398775
8/31/2010,7355.5,7360.5,398525
8/27/2010,7287,7301,400100
8/26/2010,7195.5,7225,401250
8/25/2010,7067,7095,402425
8/24/2010,7171,7197,403825
8/23/2010,7250,7250,402200
8/20/2010,7205.5,7219.5,401725
8/19/2010,7442,7461.5,403525
8/18/2010,7353.5,7375,403300
8/17/2010,7315.5,7350,405025
8/16/2010,7205,7220,406700
8/13/2010,7200,7220,408550
8/12/2010,7180,7199,409075
8/11/2010,7204,7227,406325
8/10/2010,7225,7252,408375
8/9/2010,7425,7460,410475
8/6/2010,7420,7440,412625
8/5/2010,7395,7421,413075
8/4/2010,7370.5,7402,413950
8/3/2010,7360,7380,414075
8/2/2010,7336,7367,413075
7/30/2010,7195,7217.5,413500
7/29/2010,7206,7234,411525
7/28/2010,7120,7145.5,411425
7/27/2010,7091.5,7121,413800
7/26/2010,6995.5,7027,416275
7/23/2010,6995,7021,419650
7/22/2010,6920.5,6942,416525
7/21/2010,6771,6791,417625
7/20/2010,6526,6548,419600
7/19/2010,6514,6512,422850
7/16/2010,6650,6669,426425
7/15/2010,6656,6679,427725
7/14/2010,6694.5,6712.5,428500
7/13/2010,6596,6610,432550
7/12/2010,6630.5,6656,435250
7/9/2010,6680.5,6710,436900
7/8/2010,6641,6671,439000
7/7/2010,6545,6575,439350
7/6/2010,6523,6556,441700
7/5/2010,6440,6466,444500
7/2/2010,6430.5,6480,447300
7/1/2010,6354,6389,449425
6/30/2010,6515,6541.5,451100
6/29/2010,6585,6613.5,451950
6/28/2010,6800,6826,453175
6/25/2010,6604.5,6636,454250
6/24/2010,6525.5,6570,454700
6/23/2010,6576,6610,456425
6/22/2010,6460,6490,456850
6/21/2010,6607,6645,456950
6/18/2010,6315.5,6340,457425
6/17/2010,6480.5,6510,460175
6/16/2010,6592.5,6622,459150
6/15/2010,6625,6655,461525
6/14/2010,6610,6635,463175
6/11/2010,6462,6494,465000
6/10/2010,6292,6325,466400
6/9/2010,6295.5,6315.5,468175
6/8/2010,6091,6125,469850
6/7/2010,6157,6181.5,470750
6/4/2010,6450,6481,473000
6/3/2010,6620.5,6670,474300
6/2/2010,6605,6637,475225
6/1/2010,6715,6737,475575
5/28/2010,6926,6965,476725
5/27/2010,6875.5,6910,477775
5/26/2010,6836,6861,479050
5/25/2010,6685,6731,479325
5/24/2010,6770.5,6805,479575
5/21/2010,6639,6665,479825
5/20/2010,6500,6530,481300
5/19/2010,6465.5,6502,482225
5/18/2010,6605.5,6636.5,483150
5/17/2010,6721,6752,484175
5/14/2010,6955.5,6987,484075
5/13/2010,7010.5,7051,485150
5/12/2010,7082,7125,486375
5/11/2010,6885,6915,487450
5/10/2010,7165.5,7205,489300
5/7/2010,6872,6920,490875
5/6/2010,6945,6999,492700
5/5/2010,6801,6848,493275
5/4/2010,7175.5,7200,496975
4/30/2010,7365,7395.5,499300
4/29/2010,7395,7430,502550
4/28/2010,7410.5,7449,504025
4/27/2010,7645,7691,505350
4/26/2010,7760,7795,506125
4/23/2010,7660,7700,507150
4/22/2010,7661,7705,507125
4/21/2010,7666,7705,507800
4/20/2010,7787,7825,507525
4/19/2010,7656,7685,507875
4/16/2010,7905.5,7941,509400
4/15/2010,7875,7900,510425
4/14/2010,7924.5,7965,509650
4/13/2010,7845,7876,510625
4/12/2010,7915,7950,511075
4/9/2010,7896,7935,511925
4/8/2010,7795.5,7835,511250
4/7/2010,7908,7940,510650
4/6/2010,7950.5,7971,512575
4/1/2010,7881,7920,512450
3/31/2010,7830,7841.5,514325
3/30/2010,7786,7825,514900
3/29/2010,7635,7660,515525
3/26/2010,7490.5,7535,516925
3/25/2010,7347,7378.5,518825
3/24/2010,7310.5,7341.5,520450
3/23/2010,7404.5,7435.5,520675
3/22/2010,7300.5,7342,522075
3/19/2010,7461,7509,522975
3/18/2010,7476,7515,524175
3/17/2010,7488,7517,525575
3/16/2010,7341.5,7390.5,528050
3/15/2010,7330,7301,531200
3/12/2010,7470,7498.5,532575
3/11/2010,7384.5,7410.5,535650
3/10/2010,7524,7570,538175
3/9/2010,7395,7435,538875
3/8/2010,7541.5,7581,541575
3/5/2010,7466.5,7498,543150
3/4/2010,7485.5,7527,544225
3/3/2010,7483.5,7520,550575
3/2/2010,7359,7390,552325
3/1/2010,7335,7360,551250
2/26/2010,7072,7096,549725
2/25/2010,7046,7080,550225
2/24/2010,7032,7061,552675
2/23/2010,7227,7261,554325
2/22/2010,7338,7365,555025
2/19/2010,7193,7223,554775
2/18/2010,7086,7110.5,555075
2/17/2010,7119.5,7145,549900
2/16/2010,6940,6970,549900
2/15/2010,6841,6855,549125
2/12/2010,6766,6775,547775
2/11/2010,6672.5,6705,545300
2/10/2010,6610.5,6630,541825
2/9/2010,6485,6535,541050
2/8/2010,6329,6346.5,541100
2/5/2010,6242,6260.5,541150
2/4/2010,6571,6590,539425
2/3/2010,6853,6871.5,540475
2/2/2010,6865,6875,541150
2/1/2010,6675,6694,543525
1/29/2010,6854,6868,541050
1/28/2010,7042,7065,540175
1/27/2010,7244,7268,538600
1/26/2010,7306,7331,533575
1/25/2010,7409,7426,533400
1/22/2010,7240,7260,534200
1/21/2010,7347,7379,534650
1/20/2010,7446,7460,526650
1/19/2010,7442,7475,526750
1/18/2010,7507,7525,523450
1/15/2010,7405.5,7438,525475
1/14/2010,7454,7486,523975
1/13/2010,7391,7420,521775
1/12/2010,7425,7455,517175
1/11/2010,7685,7700,515200
1/8/2010,7446,7465.5,510625
1/7/2010,7594,7610,507475
1/6/2010,7587.5,7620,507400
1/5/2010,7436,7485,505350
1/4/2010,7464,7504,502400
12/31/2009,7346,7377,502325
12/30/2009,7295,7321.5,495950
12/29/2009,7221,7261,485925
12/24/2009,7070,7100.5,484800
12/23/2009,6901,6945,482775
12/22/2009,6856,6900,480900
12/21/2009,6880,6905,479450
12/18/2009,6841,6895,476350
12/17/2009,6900.5,6950,474575
12/16/2009,6946,6995.5,473275
12/15/2009,6800.5,6846,470800
12/14/2009,6920,6925,467150
12/11/2009,6871,6915,466075
12/10/2009,6810,6835,461625
12/9/2009,6935,6970,458500
12/8/2009,6960.5,7005,453300
12/7/2009,6920.5,6963,452550
12/4/2009,7026,7070,446075
12/3/2009,7071,7100.5,445400
12/2/2009,7055,7080,443000
12/1/2009,6990,7016,441000
11/30/2009,6814.5,6832,438525
11/27/2009,6755,6771,435075
11/26/2009,6904.5,6935,432075
11/25/2009,6914,6937,431600
11/24/2009,6865,6900,429650
11/23/2009,6945.5,6970,424925
11/20/2009,6731,6760,421875
11/19/2009,6761,6791,420550
11/18/2009,6926,6950.5,414100
11/17/2009,6761,6790.5,410000
11/16/2009,6700.5,6705,406450
11/13/2009,6500,6512,403625
11/12/2009,6475,6490,402125
11/11/2009,6595.5,6621.5,397325
11/10/2009,6475,6488,394150
11/9/2009,6565,6585,389475
11/6/2009,6532,6561,385575
11/5/2009,6527.5,6552,379825
11/4/2009,6571,6591,374050
11/3/2009,6395.5,6416,373800
11/2/2009,6473,6502,372175
10/30/2009,6575,6580.5,372200
10/29/2009,6424.5,6455,371400
10/28/2009,6475,6505,371725
10/27/2009,6563,6595,370650
10/26/2009,6675.5,6696,368850
10/23/2009,6640,6650,367075
10/22/2009,6565.5,6596,364075
10/21/2009,6346,6370,362550
10/20/2009,6444,6460.5,357275
10/19/2009,6260,6280.5,356725
10/16/2009,6160.5,6195,357850
10/15/2009,6077,6101,353325
10/14/2009,6192,6211,353225
10/13/2009,6282,6300,347950
10/12/2009,6236,6261,347375
10/9/2009,6265.5,6285.5,346600
10/8/2009,6241.5,6267,346850
10/7/2009,6060.5,6080.5,347150
10/6/2009,6042,6061,346425
10/5/2009,5856,5886,345225
10/2/2009,5872,5895,345425
10/1/2009,6082,6107,346050
9/30/2009,6136,6155,345650
9/29/2009,5934.5,5940.5,344225
9/28/2009,5896,5901,344350
9/25/2009,5966,5990,340700
9/24/2009,6089.5,6091,340875
9/23/2009,6111,6137,331950
9/22/2009,6295.5,6310,331775
9/21/2009,6089,6091,331825
9/18/2009,6231,6256,327700
9/17/2009,6302,6351,324375
9/16/2009,6315.5,6336,323225
9/15/2009,6156,6195,322550
9/14/2009,6145.5,6140,319800
9/11/2009,6290,6310,318325
9/10/2009,6305,6301,317575
9/9/2009,6415.5,6432,316800
9/8/2009,6465.5,6450,315550
9/7/2009,6297.5,6315,310925
9/4/2009,6280,6300.5,308200
